Produto;Quantidade;Unitario;Total;Venda Ano;Loja;Cidade
 Aneethun Kit Shampoo, Máscara E Spray Multibenefícios ;1;193.0;193.0;19.3;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Shampoo Aneethun Blond System Silver 300ml ;7;59.9;419.3;104.83;https://perfil.mercadolivre.com.br/MEU+SALAO?brandId=1198;Londrina, Paraná.
 Kit Queen Shampoo + Máscara + Geleia Real + Oil Aneethun ;1;462.0;462.0;38.5;https://perfil.mercadolivre.com.br/BELEZA_CRIATIVA;Belo Horizonte, Minas Gerais.
 Aneethun Queen Kit Completo Hidratação - 4 Produtos ;1;326.0;326.0;29.64;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Blond System Máscara Matizadora 1 Litro ;4;146.9;587.6;587.6;https://perfil.mercadolivre.com.br/THEBESTHAIRPROFESSIONAL;Atibaia, São Paulo.
 Kit Hidratação Profissional Litro Aneethun Linha A ;1;357.9;357.9;89.47;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 Aneethun Age System Kit Plástica Capilar Completo ;2;426.65;853.3;284.43;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 Kit Finalizador + Fluid Defense - Age - Vitalidade Aneethun ;1;110.0;110.0;15.71;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Aneethun Kera System Kit Cauterização Capilar - 4 Produtos ;2;387.45;774.9;193.72;https://perfil.mercadolivre.com.br/COMPRECOSMTICOS;Londrina, Paraná.
 Mascara Creme Silicone Shampoo Aneethun Linha A Hidratação ;1;164.9;164.9;41.23;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 Kinoa - Kit Shampoo 300 + Máscara 250g ;1;94.99;94.99;11.87;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Kit Aneethun Kinoa Sh300ml Másc 250gr Bál. 250gr E Final ;3;189.0;567.0;567.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Kit Linha A Shampoo, Creme E Spray Multibenefícios ;4;165.0;660.0;66.0;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Kit Age System - Shampoo 300ml + Máscara 250g ;1;92.99;92.99;11.62;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Aneethun Finalizador Termoativado Kinoa Lizz 250gr ;8;51.66;413.28;137.76;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 Aneethun Kinoa Kit Shampoo, Máscara E Modelador Cachos ;2;168.0;336.0;33.6;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Aneethun Liss System - Kit Sh 1l + Masc 1l + Thermal 150ml ;2;304.99;609.98;76.25;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Kit Aneethun Queen Duo - 02 Produtos ;2;189.87;379.74;94.94;https://perfil.mercadolivre.com.br/COMPRECOSMTICOS;Londrina, Paraná.
 Aneethun Queeen Reconstrução Capilar Kit 3 Produtos ;1;387.7;387.7;35.25;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Gel Nutritivo Kinoa 500ml Termoproteção Regenerativ ;5;99.9;499.5;124.88;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Repositor Aminoplex Revive Aneethun 500ml ;5;145.67;728.35;242.78;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 Kit Shampoo 1l Mascara 500g Linha A Aneethun ;1;205.62;205.62;205.62;https://perfil.mercadolivre.com.br/ISFERCOSMETICOS;Campinas, São Paulo.
 Shampoo Detox System - Purificação - Aneethun ;4;49.0;196.0;28.0;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Aneethun Cronograma Capilar Antiquebra 120ml Imediato ;2;179.9;359.8;119.93;https://perfil.mercadolivre.com.br/VIVIANESILVAMELLO;São Paulo, São Paulo.
 Aneethun Queen Kit Completo Hidratação - 4 Produtos Promoção ;1;329.5;329.5;164.75;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Aneethun Creme De Silicone 250 Ml + Ykas Verniz 1 Kilo ;9;89.49;805.41;201.35;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Shampoo+máscara Aneethun Liss Alinhamento Capilar 3 Produt ;1;279.89;279.89;279.89;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Mascara Linha A 1kg ;4;121.0;484.0;484.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Kit Force Shampoo Fortalecedor 1l + Máscara 1l ;1;259.0;259.0;259.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Blond System Revitalização Desamareladora Kit 4 ;1;193.8;193.8;96.9;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Modelador De Cachos Kinoa - Aneethun 250g ;4;47.0;188.0;62.67;https://perfil.mercadolivre.com.br/CIABELEZA+DISBEL;Presidente Prudente, São Paulo.
 Aneethun Linha A Kit Creme Silicone E Spray Multibenefícios ;1;109.0;109.0;10.9;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Aneethun Linha A - Shampoo1l/mascara1k/spray Multifuções ;0;285.0;0.0;0.0;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 Tratamento Bb Queen Aneethun - 140ml ;3;108.9;326.7;81.67;https://perfil.mercadolivre.com.br/MEU+SALAO?brandId=1198;Londrina, Paraná.
 Aneethun Blond Kit Máscara Matizante + Finalizador ;1;109.0;109.0;10.9;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Aneethun1 Mascara De 1l E 1 Elixir Age System ;9;179.0;1611.0;268.5;https://perfil.mercadolivre.com.br/WEB+COSMETICO;Bauru, São Paulo.
 Aneethun Kera System Kit Shampoo E Recondicionador ;16;105.0;1680.0;168.0;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Aneethun Linha A Shampoo 1 Litro +mascara 500 Grs ;0;200.6;0.0;0.0;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Aneethun Ampola Revive Hot Repair N2 30ml Termoprotetor Da ;19;37.0;703.0;175.75;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Aneethun Anti Quebra Kit Shampoo Máscara Spray Promoção ;2;184.0;368.0;184.0;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Aneethun Detox System Shampoo Refresh 300ml ;3;54.9;164.7;164.7;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Kit Tratamento Completo Aneethun Force System Home Care ;0;188.9;0.0;0.0;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Kit Aneethun Blond System Matizante - Shampoo+máscara 1l ;1;264.99;264.99;264.99;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Kit Aneethun Cronograma Antiquebra Elixir80ml E 4ampola10m ;4;147.41;589.64;589.64;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Kit 2 Finalizador Kera 250g E 2 Finalizador Blond 250 G ;1;200.0;200.0;18.18;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Kit Aneethun Cachos Shampoo+ Co-wash ;5;132.0;660.0;94.29;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Aneethun Revive System Shampoo E Máscara 1 Litro Kit ;1;248.5;248.5;22.59;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Kit Force Shampoo Fortalecedor 1l + Máscara 1l ;1;249.0;249.0;41.5;https://perfil.mercadolivre.com.br/DOISCENTRALVENDAS;Olímpia, São Paulo.
 Kit Linha A - Shampoo 1l + Máscara 1l - Aneethun ;2;257.0;514.0;73.43;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Aneethun Anti Quebra Kit Shampoo, Máscara E Spray Selante ;1;174.8;174.8;87.4;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Aneethun Máscara Queen Treatment 990ml ;12;162.35;1948.2;649.4;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 Aneethun Linha A Hidratação Profunda Kit 3 ;1;166.2;166.2;83.1;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Aneethun Linha A Hidratação Kit Home Care ;1;164.9;164.9;14.99;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Shampoo 1l + Creme De Silicone 250 Ml Aneethun ;4;171.9;687.6;85.95;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Aneethun Kera System Kit Cauterização Capilar - 4 Produto ;1;230.0;230.0;76.67;https://perfil.mercadolivre.com.br/LECOSMETICOSPARACABELOSLT;Olímpia, São Paulo.
 Kit Completo Aneethun Profissional Linha A (4 Produtos) ;1;209.9;209.9;17.49;https://perfil.mercadolivre.com.br/BELEZA_CRIATIVA;Belo Horizonte, Minas Gerais.
 Aneethun Máscara Capilar Linha A 500g ;3;69.9;209.7;26.21;https://perfil.mercadolivre.com.br/DUAL+COSM%C3%89TICOSS;Valentim Gentil, São Paulo.
 Aneethun Shampoo Force System 1 Litro Força E Crescimento ;2;117.9;235.8;29.48;https://perfil.mercadolivre.com.br/DUAL+COSM%C3%89TICOSS;Valentim Gentil, São Paulo.
 Aneethun Máscara Hidratante Kinoa 1k ;3;134.99;404.97;404.97;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Kit Aneethun Linha A - Shampoo/creme De Silicone/máscara ;0;166.2;0.0;0.0;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Aneethun Creme Silicone Linha A 1l - Barato ;5;165.9;829.5;276.5;https://perfil.mercadolivre.com.br/VIVIANESILVAMELLO;São Paulo, São Paulo.
 Queratina Aneethun Kera System Reestruturador 500ml ;4;97.9;391.6;97.9;https://perfil.mercadolivre.com.br/MEU+SALAO?brandId=1198;Londrina, Paraná.
 Kit Antiqueda Therapy Aneethun Pronaxil ;1;227.87;227.87;227.87;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Therapy Antiqueda - Loção Estimulante 115 Ml ;4;89.9;359.6;89.9;https://perfil.mercadolivre.com.br/MEU+SALAO?brandId=1198;Londrina, Paraná.
 Kit Aneethun Linha A - Shampoo/máscara/creme De Silicone ;0;166.2;0.0;0.0;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Aneethun Age System - Kit Shampoo & Máscara ;1;123.9;123.9;11.26;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Loção Estimulante Anti Queda Aneethun 115ml ;5;84.9;424.5;106.12;https://perfil.mercadolivre.com.br/BELA+PROFISSIONAL;Belo Horizonte, Minas Gerais.
 Aneethun Cachos Shampoo230ml Máscara 450gr Up Curly250g ;0;206.0;0.0;0.0;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 Aneethun Queen Oil Treatment Óleo Tratamento 72ml ;0;106.66;0.0;0.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Shampoo + Creme De Silicone Tutano + Mascara Capila ;2;189.0;378.0;378.0;https://perfil.mercadolivre.com.br/ISFERCOSMETICOS;Campinas, São Paulo.
 Kit Age System Plastica Capilar Aneethun Cliente ;1;127.99;127.99;32.0;https://perfil.mercadolivre.com.br/DISBEL.CIABELEZA;Presidente Prudente, São Paulo.
 Aneethum Creme De Silicone 250ml Com Tutano E Queratina ;9;49.0;441.0;36.75;https://perfil.mercadolivre.com.br/BELEZA_CRIATIVA;Belo Horizonte, Minas Gerais.
 Aneethun Kit Force Sh 300ml + Máscara + Finalizador + Dose ;1;194.9;194.9;32.48;https://perfil.mercadolivre.com.br/DOISCENTRALVENDAS;Olímpia, São Paulo.
 Kit Age System Plástica Capilar Aneethun Completo ;0;192.53;0.0;0.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Modelador De Cachos Kinoa System 250g ;6;52.1;312.6;104.2;https://perfil.mercadolivre.com.br/ENCONTRODABELEZACOSMETICOS;São Paulo, São Paulo.
 Blond System Kit 4 Revitalização Desamareladora Aneethun ;0;186.4;0.0;0.0;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Creme De Silicone Com Tutano E Queratina - 1l ;14;148.9;2084.6;416.92;https://perfil.mercadolivre.com.br/PURAMANIACOSMETICOS;Presidente Prudente, São Paulo.
 Aneethun Kit Revive System 2 Produtos ;1;123.9;123.9;11.26;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Kit Aneethun Kinoa O Tesouro Dos Incas Linha Home Care ;1;178.23;178.23;29.7;https://perfil.mercadolivre.com.br/DOISCENTRALVENDAS;Olímpia, São Paulo.
 Aneethun Linha A Kit Com 3 Produtos ;7;175.45;1228.15;409.38;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 Aneethun Liss System Kit Shampoo, Mascára E Thermal ;1;156.6;156.6;14.24;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Silver Shampoo Blond 300ml ;24;49.0;1176.0;294.0;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Aneethun Liss System Kit Shampoo E Máscara Disciplinante ;1;120.0;120.0;10.91;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Kit Detox System Capilar Aneethun ;0;167.99;0.0;0.0;https://perfil.mercadolivre.com.br/DUAL+COSM%C3%89TICOSS;Valentim Gentil, São Paulo.
 Finalizador Aneethun Revive Color Termoprotetor 250g ;3;61.9;185.7;46.42;https://perfil.mercadolivre.com.br/MEU+SALAO?brandId=1198;Londrina, Paraná.
 Kit Aneethun Boln Systen 2 Produtos ;1;135.45;135.45;33.86;https://perfil.mercadolivre.com.br/COMPRECOSMTICOS;Londrina, Paraná.
 Aneethun Shampoo Linha A 300ml Cabelos Secos ;12;43.0;516.0;86.0;https://perfil.mercadolivre.com.br/WEB+COSMETICO;Bauru, São Paulo.
 Kit Aneethun Linha A - Shampoo/creme De Silicone/máscara ;1;164.9;164.9;41.23;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 Kit Aneethun Age System Sh+másc+finalizador 3 Produtos ;1;159.9;159.9;159.9;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Máscara Iluminadora Blond System Aneethun 250g ;4;46.99;187.96;187.96;https://perfil.mercadolivre.com.br/THEBESTHAIRPROFESSIONAL;Atibaia, São Paulo.
 Aneethun Revive System Kit 3 Produtos ;1;152.8;152.8;13.89;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Kit Shampoo + Bálsamo - Detox - Aneethun ;3;112.8;338.4;48.34;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Aneethun Kinoa Kit Sh + Másc + Modelador De Cachos Novidad ;1;158.9;158.9;158.9;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Repositor Aminoplex Revive Aneethun 500ml ;1;146.0;146.0;13.27;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Anti Queda Antiqueda Shampoo Estimulante Promoção ;5;64.8;324.0;162.0;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Kit Nano System - Defrizante Liso - Brinde Ampola Nano Dose ;1;159.99;159.99;40.0;https://perfil.mercadolivre.com.br/DISBEL.CIABELEZA;Presidente Prudente, São Paulo.
 Aneethun Kit Force Shampoo 300ml + Máscara + Finalizador ;1;152.0;152.0;38.0;https://perfil.mercadolivre.com.br/BELA+PROFISSIONAL;Belo Horizonte, Minas Gerais.
 Aneethun Linha A Máscara Capilar Hidratação Intensiva1kg ;2;127.8;255.6;23.24;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Kit Cauterização Aneethun Kera System + Brinde ;1;133.9;133.9;44.63;https://perfil.mercadolivre.com.br/VIVIANESILVAMELLO;São Paulo, São Paulo.
 Kit Shampoo + Mascara Hidratante Kinoa Lizz Aneethun Prof ;3;104.0;312.0;44.57;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 1 Finalizador + 1 Mascara A + Creme De Silicone Aneethun ;1;155.0;155.0;155.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Kit Revive 2 Produtos Shampoo E Mascara Promoção ;1;114.4;114.4;57.2;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Aneethun Shampoo Linha A 300ml ;2;44.9;89.8;89.8;https://perfil.mercadolivre.com.br/THEBESTHAIRPROFESSIONAL;Atibaia, São Paulo.
 Kit Aneethum Queen Duo Shampoo E Mascara ;1;109.18;109.18;18.2;https://perfil.mercadolivre.com.br/DOISCENTRALVENDAS;Olímpia, São Paulo.
 Aneethun Blond System Finalizador Termoativado 250g ;7;60.0;420.0;42.0;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Aneethun Mascara Capilar Linha A 1kg ;1;133.0;133.0;66.5;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Aneethun Linha A Máscara 500 G ;2;95.0;190.0;190.0;https://perfil.mercadolivre.com.br/DISTRIBUIDORAFRANCESINHA;Campinas, São Paulo.
 Aneethun Anti Queda Kit 3 Produtos ;3;219.2;657.6;59.78;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Kera System Kit Shampoo E Recondicionador ;1;128.8;128.8;64.4;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Aneethun Detox System Esfoliante Scalp 500g ;3;79.99;239.97;79.99;https://perfil.mercadolivre.com.br/CIABELEZA+DISBEL;Presidente Prudente, São Paulo.
 Aneethun Age System Kit 3 Shampoo Mascara E Fluid Defense ;1;142.7;142.7;12.97;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Revive System Shampoo Antioxidante 1 Litr ;1;130.9;130.9;16.36;https://perfil.mercadolivre.com.br/DUAL+COSM%C3%89TICOSS;Valentim Gentil, São Paulo.
 Bb Queen Hair Balm Multifuncional Aneethun ;2;98.0;196.0;19.6;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Aneethun Age System - Kit Shampoo & Máscara ;0;123.9;0.0;0.0;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 Kit Liss System Aneethun ( Shampoo + Máscara ) ;1;108.17;108.17;108.17;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Mascara Capilar Linha A 1kg ;0;141.45;0.0;0.0;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 Kit Shampoo + Mascara Linha A Hidratação Imediata Aneethun ;3;115.73;347.19;57.87;https://perfil.mercadolivre.com.br/DOISCENTRALVENDAS;Olímpia, São Paulo.
 Aneethun Queen Hair Balm 140ml Hidratação Cabelo Seco ;2;95.22;190.44;47.61;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Aneethun Shampoo Force Fortalecedor System 1l Profissional ;1;119.9;119.9;119.9;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Mascara Capilar Linha A 500g ;1;133.9;133.9;44.63;https://perfil.mercadolivre.com.br/VIVIANESILVAMELLO;São Paulo, São Paulo.
 Aneethun Queen Oil Treatment 72ml Oleo Reparador ;3;93.0;279.0;69.75;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Kit Shampoo Linha A 300ml + Aneethun Máscara Queratina 500g ;1;120.0;120.0;30.0;https://perfil.mercadolivre.com.br/BELA+PROFISSIONAL;Belo Horizonte, Minas Gerais.
 Aneethun Kinoa Shampoo 1 Litro ;14;151.09;2115.26;528.82;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Kit Shampoo Linha A 300ml + Máscara Queratina 500g Aneethun ;1;104.9;104.9;26.23;https://perfil.mercadolivre.com.br/BELA+PROFISSIONAL;Belo Horizonte, Minas Gerais.
 Kit Blond System Matizador Cliente ;1;96.99;96.99;24.25;https://perfil.mercadolivre.com.br/DISBEL.CIABELEZA;Presidente Prudente, São Paulo.
 Pomada Pra Cabelo Aneethun Fiber Extra Forte Envio Rápido ;9;66.0;594.0;59.4;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Kit Aneethun Force Shampoo Fortalecedor 300ml + Máscara 250g ;1;100.0;100.0;16.67;https://perfil.mercadolivre.com.br/COSMETICOSBEST;Santa Luzia, Minas Gerais.
 Aneethun Creme De Silicone Linha A 1 Litro ;5;129.11;645.55;107.59;https://perfil.mercadolivre.com.br/DOISCENTRALVENDAS;Olímpia, São Paulo.
 Kit Force Shampoo Fortalecedor 300ml + Máscara 250g Aneethun ;1;94.9;94.9;7.91;https://perfil.mercadolivre.com.br/BELEZA_CRIATIVA;Belo Horizonte, Minas Gerais.
 Kit Blond System Aneethun ;4;150.0;600.0;50.0;https://perfil.mercadolivre.com.br/CALUARANTES;Ribeirão Preto, São Paulo.
 Aneethun Blond System Mascara Matizadora 250 G ;3;55.9;167.7;20.96;https://perfil.mercadolivre.com.br/DUAL+COSM%C3%89TICOSS;Valentim Gentil, São Paulo.
 Finalizador Fotalecedor Force System Aneethun 250g ;0;54.9;0.0;0.0;https://perfil.mercadolivre.com.br/BELA+PROFISSIONAL;Belo Horizonte, Minas Gerais.
 Aneethun Kera System Shampoo ;1;56.4;56.4;5.13;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Mascara Matizante Blond System 1 Litro Profissional ;3;119.9;359.7;44.96;https://perfil.mercadolivre.com.br/DUAL+COSM%C3%89TICOSS;Valentim Gentil, São Paulo.
 Kera Systen Aneethun Fracionado 30 Ml ;1;35.0;35.0;35.0;https://perfil.mercadolivre.com.br/MISHAREFRACIONADOS;Guarujá, São Paulo.
 Aneethun Mascara Capilar Linha A 500gr ;31;71.9;2228.9;557.23;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Kit Aneethun Quem Fracionado ;1;35.0;35.0;35.0;https://perfil.mercadolivre.com.br/MISHAREFRACIONADOS;Guarujá, São Paulo.
 Age System Aneethun Fracionado 30 Ml ;1;35.0;35.0;35.0;https://perfil.mercadolivre.com.br/MISHAREFRACIONADOS;Guarujá, São Paulo.
 Kit Aneethun Blond Shampoo 300ml E Masc. 250gr Desamarelador ;15;99.0;1485.0;247.5;https://perfil.mercadolivre.com.br/WEB+COSMETICO;Bauru, São Paulo.
 Aneethun Kit Cronogra + Spray, Máscara E Shampoo Anti Quebra ;3;342.63;1027.89;1027.89;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Age System - Shampoo + Máscara E Finalizador ;4;155.93;623.72;207.91;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 Kit Aneethun Linha A - 2 Produtos ;1;148.47;148.47;74.23;https://perfil.mercadolivre.com.br/COSM%C3%89TICOS+BRASIL;Belo Horizonte, Minas Gerais.
 Kit Completo 5 Ítens Aneethun Cachos + Brinde Novidade ;2;309.9;619.8;206.6;https://perfil.mercadolivre.com.br/VIVIANESILVAMELLO;São Paulo, São Paulo.
