Produto;Quantidade;Unitario;Total;Venda Ano;Loja;Cidade
 Kit Aneethun Profissional Máscara+shampoo+condicionador ;0;166.2;0.0;0.0;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Shampoo + Máscara Para Restauração Capilar Aneethun Queen ;3;115.0;345.0;34.5;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Aneethun Kit Cronograma Antiquebra Promoção Imediato ;7;383.5;2684.5;894.83;https://perfil.mercadolivre.com.br/VIVIANESILVAMELLO;São Paulo, São Paulo.
 Aneethun Kera - Recondicionador Instantâneo 1l ;2;118.99;237.98;29.75;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Aneethun Blond System Silver Shampoo 300ml ;0;50.8;0.0;0.0;https://perfil.mercadolivre.com.br/BB+COSMETICOS;São Paulo, São Paulo.
 Kit Aneethun Antiquebra Sh230ml Másc200gr Elixir130ml ;0;195.5;0.0;0.0;https://perfil.mercadolivre.com.br/OLIST?brandId=866;São Paulo, São Paulo.
 Aneethun Linha A Kit Shampoo 300ml E Mascara 500g ;3;109.9;329.7;29.97;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Kit Kera Cauterização 1l+brinde+frete Grátis ;9;425.9;3833.1;1277.7;https://perfil.mercadolivre.com.br/VIVIANESILVAMELLO;São Paulo, São Paulo.
 Aneethun Creme De Relaxamento Kinoa Force 1kg ;0;191.45;0.0;0.0;https://perfil.mercadolivre.com.br/BB+COSMETICOS;São Paulo, São Paulo.
 Aneethun Age System Shampoo 1l Plastica Capilar ;2;119.0;238.0;23.8;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Kit Com 3 Produtos Restauração Capilar Aneethun Queen 990ml ;0;390.0;0.0;0.0;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Aneethun Pó Descolorante Blond Revive 400gr Clareia Ate 7 To ;6;109.5;657.0;164.25;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Cauterização Kenzza Extreme Cauter Novo 500ml + Brinde ;4;240.0;960.0;192.0;https://perfil.mercadolivre.com.br/LEILA152013;Rio de Janeiro, Rio de Janeiro.
 Aneethun Queen Reconstrução Capilar Kit 5 + Brinde ;5;437.5;2187.5;729.17;https://perfil.mercadolivre.com.br/VIVIANESILVAMELLO;São Paulo, São Paulo.
 Aneethun Bb Queen Hair Balm Multifuncional 140ml ;3;120.0;360.0;360.0;https://perfil.mercadolivre.com.br/ISFERCOSMETICOS;Campinas, São Paulo.
 Aneethun Kit Force Sh 300ml + Máscara + Finalizador + Dose ;0;209.9;0.0;0.0;https://perfil.mercadolivre.com.br/BELA+RADIANTE;Contagem, Minas Gerais.
 Kit Linha A Shampoo 1l + Creme Silicone + Máscara Aneethun ;2;390.0;780.0;195.0;https://perfil.mercadolivre.com.br/BELA+PROFISSIONAL;Belo Horizonte, Minas Gerais.
 Kit Home Care Detox Capilar Aneethun Shampoo Loção E Balsamo ;0;165.72;0.0;0.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Kit Aneethun Kinoa Force Lizz Profissional ;22;599.9;13197.8;2639.56;https://perfil.mercadolivre.com.br/PURAMANIACOSMETICOS;Presidente Prudente, São Paulo.
 Aneethun Kera - Reestruturador Instantâneo 500ml ;2;100.0;200.0;25.0;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Kit Aneethun Detox Sh.300ml Bálsamo 250ml E Loção 150ml ;0;161.09;0.0;0.0;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Spray Multibenefício Profissional Linha A - Aneethun ;5;58.0;290.0;41.43;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Kit Kenzza Cauterização Extreme 3 Passos 500ml ;0;280.0;0.0;0.0;https://perfil.mercadolivre.com.br/EDUARDO8550;São Paulo, São Paulo.
 Aneethun Kit Queen - 8 Produtos ;0;934.5;0.0;0.0;https://perfil.mercadolivre.com.br/COMPRECOSMTICOS;Londrina, Paraná.
 Kit Shampoo Disciplinante + Máscara Disciplinante Aneethum ;2;79.9;159.8;15.98;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Kit Aneethun Kera System ( 3 Produtos ) ;0;166.45;0.0;0.0;https://perfil.mercadolivre.com.br/BB+COSMETICOS;São Paulo, São Paulo.
 Máscara Treatment 230g Hidratação Absoluta Aneethun Queen ;2;60.0;120.0;12.0;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Kit Completo Profissional Linha A (4 Produtos) Aneethun ;0;224.9;0.0;0.0;https://perfil.mercadolivre.com.br/BELEZA_CRIATIVA;Belo Horizonte, Minas Gerais.
 Kit Aneethun Shampoo Linha A 300ml + Máscara Queratina 500g ;0;114.9;0.0;0.0;https://perfil.mercadolivre.com.br/BELEZA_CRIATIVA;Belo Horizonte, Minas Gerais.
 Fixador De Cachos Up Curly Aneethun Cachos Therapy ;2;55.0;110.0;11.0;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Aneethun Antiqueda Loção Estimulante 115 Ml ;4;100.82;403.28;100.82;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Aneethun Age System Kit 4 Produtos ;0;212.0;0.0;0.0;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Co-wash Cachos Aneethun ;2;66.0;132.0;18.86;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Kit Aneethun Geleia Real + Shampoo Queen + Mascara 990ml ;1;399.99;399.99;100.0;https://perfil.mercadolivre.com.br/BELA+PROFISSIONAL;Belo Horizonte, Minas Gerais.
 Aneethun Detox Bálsamo Multifuncional - 250g ;3;59.9;179.7;44.92;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Kit Shampoo, Máscara E Spray Selante Anti Quebra - Aneethun ;0;169.99;0.0;0.0;https://perfil.mercadolivre.com.br/CIABELEZA+DISBEL;Presidente Prudente, São Paulo.
 Kit Aneethun Profissional Linha A Máscara+shampoo+condiciona ;0;178.56;0.0;0.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Mascara Iluminadora Blonde System 250gr ;25;52.0;1300.0;325.0;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Aneethun Age System Kit 4 Produtos ;0;203.9;0.0;0.0;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 Shampoo Para Cabelos Cacheados Low Poo Aneethun ;1;55.0;55.0;5.5;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Aneethun Kit Kera System - Cauterização De Auto Impacto ;0;391.5;0.0;0.0;https://perfil.mercadolivre.com.br/BB+COSMETICOS;São Paulo, São Paulo.
 Gel Nutritivo Kinoa Aneethun 500 Ml Regeneração E Nutrição ;0;119.0;0.0;0.0;https://perfil.mercadolivre.com.br/SANREMOMAGAZINE;Catanduva, São Paulo.
 Aneethun Máscara Silicone Com Tutano E Queratina 500g ;2;77.0;154.0;77.0;https://perfil.mercadolivre.com.br/OLIST?brandId=866;São Paulo, São Paulo.
 Aneethun Linha A Hidratação Kit Profissional Litro Promoção ;0;357.9;0.0;0.0;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Creme De Silicone Com Tutano E Queratina - 250m ;2;54.0;108.0;54.0;https://perfil.mercadolivre.com.br/OLIST?brandId=866;São Paulo, São Paulo.
 Aneethun Queen - Geléia Real 480ml + Oil Treatment 72 Ml ;0;218.9;0.0;0.0;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Aneethun Kera Kit Sh1l + Recond 1l + Reestruturador 1l ;0;329.99;0.0;0.0;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Aneethun Mascara Matizante Blond System 250g ;2;52.9;105.8;52.9;https://perfil.mercadolivre.com.br/OLIST?brandId=866;São Paulo, São Paulo.
 Kit 08 Itens Aneethun Profissional ;2;447.2;894.4;127.77;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Kit Queen Aneethun Linha Profissional ( 3 Itens ) ;0;402.19;0.0;0.0;https://perfil.mercadolivre.com.br/BB+COSMETICOS;São Paulo, São Paulo.
 Aneethun Mascara Iluminadora Blond System 250g ;2;49.9;99.8;49.9;https://perfil.mercadolivre.com.br/OLIST?brandId=866;São Paulo, São Paulo.
 Kit Force Shampoo Fortalecedor 300ml + Máscara 250g Aneethun ;0;100.0;0.0;0.0;https://perfil.mercadolivre.com.br/BELA+RADIANTE;Contagem, Minas Gerais.
 Aneethun Linha A Creme De Silicone 250ml ;2;48.9;97.8;48.9;https://perfil.mercadolivre.com.br/OLIST?brandId=866;São Paulo, São Paulo.
 Kit Aneethun Nano, Venit E Lumière Serun- Amk Cosméticos ;1;275.74;275.74;39.39;https://perfil.mercadolivre.com.br/AMK+COSMETICOS;Santos, São Paulo.
 Aneethun Age System Plástica Capilar Completo ;1;406.0;406.0;36.91;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Blond System Finalizador Termoativado 250g ;2;48.9;97.8;48.9;https://perfil.mercadolivre.com.br/OLIST?brandId=866;São Paulo, São Paulo.
 Aneethun Linha A Kit Creme, Máscara E Spray Multibenefícios ;5;205.0;1025.0;102.5;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Kit Liss System ( Shampoo + Máscara + Thermal Antifrizz ) ;7;155.0;1085.0;1085.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Kit Home Care Detox Capilar Aneethun Shampoo Loção E Balsamo ;0;164.0;0.0;0.0;https://perfil.mercadolivre.com.br/ISFERCOSMETICOS;Campinas, São Paulo.
 Kit Completo Tratamento Cauterização Aneethun Kera System ;0;368.0;0.0;0.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Kit Aneethun Kinoa Tratamento Pós Química (profissional) ;4;455.0;1820.0;455.0;https://perfil.mercadolivre.com.br/BELA+PROFISSIONAL;Belo Horizonte, Minas Gerais.
 Kit Hidratação Imediata Aneethun Cliente ;0;149.99;0.0;0.0;https://perfil.mercadolivre.com.br/DISBEL.CIABELEZA;Presidente Prudente, São Paulo.
 Aneethun Shampoo Kinoa Lizz Shampoo 1 Litro Ph 6,0 Limpeza ;5;121.0;605.0;605.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Kinoa Lizz (3 Produtos) ;0;155.0;0.0;0.0;https://perfil.mercadolivre.com.br/OLIST?brandId=866;São Paulo, São Paulo.
 Kit Shampoos + Máscaras - Nano/ Kera/ Age + Silicone Linha A ;0;395.3;0.0;0.0;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Kit Aneethun Blond Shampoo 300ml E Masc. 250gr Desamarelado ;4;90.0;360.0;360.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Kera System Kit Shampoo Recondicionador Finalizador ;0;152.8;0.0;0.0;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 5 Mascara Tonalizante Paiolla ;6;130.0;780.0;97.5;https://perfil.mercadolivre.com.br/VACARI+DISTRIBUIDORA;Ponta Grossa, Paraná.
 Kit Liss System Aneethun - 5 Itens ;0;396.99;0.0;0.0;https://perfil.mercadolivre.com.br/DISBEL.CIABELEZA;Presidente Prudente, São Paulo.
 Aneethun Kera Shampoo Hidratante 300 Ml ;6;57.94;347.64;86.91;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Aneethun Mascara Hidrat. Kinoa Lizz 1kg Phase 4 ;3;129.72;389.16;64.86;https://perfil.mercadolivre.com.br/DOISCENTRALVENDAS;Olímpia, São Paulo.
 Kit Age System Shampoo, Máscara E Fluid Defense Aneethun ;1;162.0;162.0;162.0;https://perfil.mercadolivre.com.br/ISFERCOSMETICOS;Campinas, São Paulo.
 Kit Home Care Detox Capilar Aneethun Shampoo Loção E Balsamo ;0;180.69;0.0;0.0;https://perfil.mercadolivre.com.br/ISFERCOSMETICOS;Campinas, São Paulo.
 Aneethun Liss System - Spray Thermal Antifrizz 150ml ;13;65.15;846.95;282.32;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 Kit Detox Capilar Aneethun 2 Shampoo 1 Loção E 1 Balsamo ;0;216.0;0.0;0.0;https://perfil.mercadolivre.com.br/ISFERCOSMETICOS;Campinas, São Paulo.
 Aneethun Kera System Recondicionador Instantâneo 1l ;17;119.9;2038.3;339.72;https://perfil.mercadolivre.com.br/COSMETICOSBEST;Santa Luzia, Minas Gerais.
 Aneethun Kit Creme Silicone 1l E Máscara Capilar 1kg ;3;298.0;894.0;89.4;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Aneethun Mascara Kinoa Lizz 1kg Phase 4 ;0;141.45;0.0;0.0;https://perfil.mercadolivre.com.br/BB+COSMETICOS;São Paulo, São Paulo.
 Shampoo Anti Queda Therapy Aneethun 230ml ;11;60.0;660.0;110.0;https://perfil.mercadolivre.com.br/COSMETICOSBEST;Santa Luzia, Minas Gerais.
 Kit Alisamento Flex Lizz Aneethun (alisante+neutralizante) ;0;164.9;0.0;0.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Modelador De Cachos Aneenthun Kinoa 250g ;0;47.61;0.0;0.0;https://perfil.mercadolivre.com.br/DOISCENTRALVENDAS;Olímpia, São Paulo.
 Kit Aneethun Shampoo Blond 1l E Mascara Blond 1 L Desamarela ;0;268.0;0.0;0.0;https://perfil.mercadolivre.com.br/BELEZACOSM%C3%89TICOS;São Paulo, São Paulo.
 Aneethun Kinoa Tratamento Nutritivo 500 Ml ;2;128.33;256.66;64.17;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Kit Linha A Shampoo 1l + Máscara + Creme Silicone Aneethun ;2;347.9;695.8;173.95;https://perfil.mercadolivre.com.br/BELA+PROFISSIONAL;Belo Horizonte, Minas Gerais.
 Kit Cabelos Ressecados-hábito Cosméticos-amansa Cabelo 3 Kit ;1;270.0;270.0;90.0;https://perfil.mercadolivre.com.br/BITTES+COSMETICOS;São Paulo, São Paulo.
 Kit Completo Aneethun Cachos Therapy ;4;294.9;1179.6;196.6;https://perfil.mercadolivre.com.br/COSMETICOSBEST;Santa Luzia, Minas Gerais.
 Kit Force Sh 300ml + Máscara + Finalizador + Dose Aneethun ;0;189.9;0.0;0.0;https://perfil.mercadolivre.com.br/BELA+RADIANTE;Contagem, Minas Gerais.
 Aneethun Blond Revive Pó Descolorante Azul 400 G ;0;129.49;0.0;0.0;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Máscara Hidratante Aneethun Kinoa Force Lizz 250g ;2;48.2;96.4;24.1;https://perfil.mercadolivre.com.br/MEU+SALAO?brandId=1198;Londrina, Paraná.
 Shampoo+máscara Alinhamento Capilar Aneethun Liss 3 Produt ;0;299.99;0.0;0.0;https://perfil.mercadolivre.com.br/LECOSMETICOSPARACABELOSLT;Olímpia, São Paulo.
 Kit Shampoo Linha A 300ml + Aneethun Máscara Queratina 500g ;0;120.0;0.0;0.0;https://perfil.mercadolivre.com.br/BELEZA_CRIATIVA;Belo Horizonte, Minas Gerais.
 Kit Linha A Shampoo 1l + Creme Silicone 1l Aneethun ;2;254.9;509.8;84.97;https://perfil.mercadolivre.com.br/BELA+RADIANTE;Contagem, Minas Gerais.
 Kit Force Shampoo 300ml + Máscara + Finalizador Aneethun ;0;164.9;0.0;0.0;https://perfil.mercadolivre.com.br/BELEZA_CRIATIVA;Belo Horizonte, Minas Gerais.
 Loção Ice Scalp Detox - Aneethun ;2;54.0;108.0;15.43;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Kit Aneethun Linha A Hidratação Imediata Shampoo+máscara ;0;247.9;0.0;0.0;https://perfil.mercadolivre.com.br/VIVIANESILVAMELLO;São Paulo, São Paulo.
 Aneethun Cronograma Antiquebra + Spray Antiquebra Selante ;0;226.3;0.0;0.0;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Aneethun Creme De Silicone 1000ml ;0;150.45;0.0;0.0;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 Aneethun Age System Plástica Capilar Completo ;0;397.0;0.0;0.0;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 Aneethun Máscara 1000ml Matizante Blond System ;3;132.65;397.95;66.33;https://perfil.mercadolivre.com.br/DOISCENTRALVENDAS;Olímpia, São Paulo.
 Aneethun Kinoa Force Lizz Kit Profissional ;0;640.95;0.0;0.0;https://perfil.mercadolivre.com.br/BB+COSMETICOS;São Paulo, São Paulo.
 Aneethun Kit Cronograma Capilar Antiquebra 120ml Promoção ;0;149.99;0.0;0.0;https://perfil.mercadolivre.com.br/DOISCENTRALVENDAS;Olímpia, São Paulo.
 Shampoo Linha A - Aneethun ;2;40.0;80.0;11.43;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Aneethun Kit Force Shampoo 300ml + Máscara + Finalizador ;0;152.0;0.0;0.0;https://perfil.mercadolivre.com.br/BELEZA_CRIATIVA;Belo Horizonte, Minas Gerais.
 Kit Aneethun Kinoa Shampoo 1l + Máscara Hidratante 1kg ;3;279.0;837.0;139.5;https://perfil.mercadolivre.com.br/BELA+RADIANTE;Contagem, Minas Gerais.
 Oil Treatment + Bb Queen - Queen - Aneethun ;0;243.5;0.0;0.0;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Kit Liss - Máscara + Thermal Antifriz - Alinhamento Capilar ;0;107.3;0.0;0.0;https://perfil.mercadolivre.com.br/TBARROSF;São Paulo, São Paulo.
 Kit Aneethun Cachos Therapy - Shampoo Máscara Up Curly ;2;209.9;419.8;52.48;https://perfil.mercadolivre.com.br/DUAL+COSM%C3%89TICOSS;Valentim Gentil, São Paulo.
 Aneethun Linha A Kit Shampoo 1l, Creme 1l E Máscara 500g ;9;380.0;3420.0;342.0;https://perfil.mercadolivre.com.br/SANDRASFORWORLD;Campinas, São Paulo.
 Kinoa - Kit: Sh 300ml + Mascara 250g + Finalizador 250g ;0;152.99;0.0;0.0;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Aneethun Queen Oil Treatment (camélia E Macadâmia) 72ml ;8;114.9;919.2;183.84;https://perfil.mercadolivre.com.br/PURAMANIACOSMETICOS;Presidente Prudente, São Paulo.
 Kit Completo Aneethun Profissional Linha A (4 Produtos) ;0;209.9;0.0;0.0;https://perfil.mercadolivre.com.br/BELA+PROFISSIONAL;Belo Horizonte, Minas Gerais.
 Shampoo E Mascara Matizante Aneethun Blond System ;3;113.0;339.0;113.0;https://perfil.mercadolivre.com.br/EMPORIO_CABELEIREIRO;São Paulo, São Paulo.
 Kit Aneethun Aminoplex Shampoo 300 Ml ;0;70.0;0.0;0.0;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Kit Completo Queen Restauração Capilar (5 Produtos) Aneethun ;0;590.0;0.0;0.0;https://perfil.mercadolivre.com.br/BELEZA_CRIATIVA;Belo Horizonte, Minas Gerais.
 Kit Aneethun Shampoo Kinoa 1l + Máscara 1kg + Modelador 250g ;1;304.9;304.9;76.22;https://perfil.mercadolivre.com.br/BELA+PROFISSIONAL;Belo Horizonte, Minas Gerais.
 Aneethun Nano System Nano Restauração Kit 2 Produtos ;0;120.0;0.0;0.0;https://perfil.mercadolivre.com.br/OLIST?brandId=866;São Paulo, São Paulo.
 Aneethun Cachos Therapy - Máscara Condicionante 450g ;0;82.5;0.0;0.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Kit Aneethun Kinoa Shampoo 300 Mascara 250 E Finalizador 250 ;0;168.0;0.0;0.0;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 Aneethun Kit Linha A - 3 Produtos ;4;177.45;709.8;177.45;https://perfil.mercadolivre.com.br/COMPRECOSMTICOS;Londrina, Paraná.
 Máscara Linha A Capilar Hidratação Intensiva Aneethun 500g ;3;69.0;207.0;17.25;https://perfil.mercadolivre.com.br/BELEZA_CRIATIVA;Belo Horizonte, Minas Gerais.
 Kit-cachos Kinoa Lizz Aneethun ;2;176.9;353.8;50.54;https://perfil.mercadolivre.com.br/BENEHAIRCOSM%C3%89TICO+MODA;São Paulo, São Paulo.
 Loção Estimulante Aneethun Anti Queda Therapy 115ml ;2;108.9;217.8;43.56;https://perfil.mercadolivre.com.br/PURAMANIACOSMETICOS;Presidente Prudente, São Paulo.
 Kit Blond System Desamarelador Aneethun Shampoo Mascara ;0;178.16;0.0;0.0;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Kit Hidratação Profunda Aneethun Linha A ;0;164.9;0.0;0.0;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Shampoo De Equilibrio Kinoa Aneethun 500 Ml ;3;59.9;179.7;59.9;https://perfil.mercadolivre.com.br/CIABELEZA+DISBEL;Presidente Prudente, São Paulo.
 Kit Aneethun Linha A - 2 Produtos ;0;215.58;0.0;0.0;https://perfil.mercadolivre.com.br/COSM%C3%89TICOS+BRASIL;Belo Horizonte, Minas Gerais.
 Spray Multibenefícios Aneethun Linha A 150ml ;15;48.34;725.1;725.1;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aminoplex Revive Aneethun (3 Produtos) ;0;382.95;0.0;0.0;https://perfil.mercadolivre.com.br/BB+COSMETICOS;São Paulo, São Paulo.
 Aneethun Kinoa Tratamento Intenso - 2 Produtos ;0;260.09;0.0;0.0;https://perfil.mercadolivre.com.br/COSM%C3%89TICOS+BRASIL;Belo Horizonte, Minas Gerais.
 Finalizador Termo Ativado Kera System Aneethun 250g Campinas ;7;59.0;413.0;413.0;https://perfil.mercadolivre.com.br/ISFERCOSMETICOS;Campinas, São Paulo.
 Kit Aneethun Shampoo Queen 230ml + Máscara 200ml + Geleia ;0;235.9;0.0;0.0;https://perfil.mercadolivre.com.br/BELA+PROFISSIONAL;Belo Horizonte, Minas Gerais.
 Aneethun Kit Force System Shampoo+ Máscara+finalizador 300ml ;0;172.9;0.0;0.0;https://perfil.mercadolivre.com.br/DUAL+COSM%C3%89TICOSS;Valentim Gentil, São Paulo.
 Aneethun Linha A Shampoo Silicone 250ml & Máscara 500g ;7;114.98;804.86;160.97;https://perfil.mercadolivre.com.br/PURAMANIACOSMETICOS;Presidente Prudente, São Paulo.
 Aneethun Fluido Ativador Kinoa Force Lizz 500ml ;0;113.89;0.0;0.0;https://perfil.mercadolivre.com.br/BB+COSMETICOS;São Paulo, São Paulo.
 Aneethun Anti Queda Therapy Bálsamo Estimulante 200g ;4;55.29;221.16;36.86;https://perfil.mercadolivre.com.br/DOISCENTRALVENDAS;Olímpia, São Paulo.
 Kit Aneethun Linha A - Máscara 500g + Sérum ;0;142.99;0.0;0.0;https://perfil.mercadolivre.com.br/F.W+COSM%C3%89TICOS;Bauru, São Paulo.
 Kit Kinoa Tratamento Pós Química Aneethun (profissional) ;36;529.9;19076.4;3815.28;https://perfil.mercadolivre.com.br/PURAMANIACOSMETICOS;Presidente Prudente, São Paulo.
 Máscara Matizante Blond System Aneethun 250 Ml ;3;50.5;151.5;37.88;https://perfil.mercadolivre.com.br/DISBEL.CIABELEZA;Presidente Prudente, São Paulo.
 Aneethun Queen Máscara 200 G ;2;77.36;154.72;38.68;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Aneethun Style Professional Lumière Sérum Antifrizz 55ml ;2;56.78;113.56;18.93;https://perfil.mercadolivre.com.br/DOISCENTRALVENDAS;Olímpia, São Paulo.
 Aneethun Queen Kit Queen ;0;367.09;0.0;0.0;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Aneethun Kit Aminoplex Shampoo 300 Ml E Mascara 200 Ml ;0;132.0;0.0;0.0;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Aneethun Linha A Shampoo + Creme Silicone Tutano E Queratina ;26;105.9;2753.4;550.68;https://perfil.mercadolivre.com.br/PURAMANIACOSMETICOS;Presidente Prudente, São Paulo.
 Kit Aneethun Age System Shampoo E Mascara Litro E Elixir 500 ;0;329.0;0.0;0.0;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Shampoo 300ml E Máscara 250ml Liss Aneethun ;16;95.0;1520.0;253.33;https://perfil.mercadolivre.com.br/WEB+COSMETICO;Bauru, São Paulo.
 Lançamento Kit Mascaras Cinza -aneethun ;0;193.5;0.0;0.0;https://perfil.mercadolivre.com.br/CIABELEZA+DISBEL;Presidente Prudente, São Paulo.
 Aneethun Kera Kit Duo ;0;111.34;0.0;0.0;https://perfil.mercadolivre.com.br/DOCE+BELEZA+OFICIAL?brandId=137;São Paulo, São Paulo.
 Aneethum Creme De Tutano E Queratina ;3;49.0;147.0;49.0;https://perfil.mercadolivre.com.br/LUVICOSMETICOS;Santa Bárbara D'Oeste, São Paulo.
 Aneethun Barber Kit 3 Produtos ;0;142.4;0.0;0.0;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Kit De Tratamento Intensivo Para Cabelos Cacheados Aneethun ;0;298.0;0.0;0.0;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 Aneethun Blond System Matizante Máscara 250g ;3;51.72;155.16;155.16;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
 Aneethun Revive System Proteção Da Cor Kit 4 Produtos ;0;186.4;0.0;0.0;https://perfil.mercadolivre.com.br/MAGAZINELZSP;Assis, São Paulo.
 Age System Shampoo E Máscara + Dois Cremes Silicone Aneethun ;4;196.0;784.0;784.0;https://perfil.mercadolivre.com.br/ISFERCOSMETICOS;Campinas, São Paulo.
 Kit Aneethun Blond System Matização Mascara E Shampoo Litro ;0;273.4;0.0;0.0;https://perfil.mercadolivre.com.br/ELISANGELAAPARECIDALOPESZIME;Assis, São Paulo.
 Aneethun Blond System Revitalização Desamareladora Kit 4 ;0;186.4;0.0;0.0;https://perfil.mercadolivre.com.br/STUDIOBELEZAWEB;Assis, São Paulo.
 Finalizador Age System 250g - Aneethun ;3;55.32;165.96;165.96;https://perfil.mercadolivre.com.br/CENTRALVENDASUM;Santa Rita do Passa Quatro, São Paulo.
